filename,cmodels,pid,parent,sequence,Identifier,Child,Directory,FileName,FileCount,SpecialType,Title,Parent Item Title,Identifier (Item Number),Photographer,Date Created,Subject - Topic,Subject - Geographic,Subject - Temporal,Subject - Name [personal],Subject - Name [corporate],Subject - Name [family],Abstract (Description),Biographical Information,Note,Type of Resource,Internet Media Type,Form,Medium,Extent,Source,Digital Collection,Relation,Repository Collection,Repository Collection Guide,Arrangement (Record Group),Arrangement (Series),Arrangement (Subseries),Arrangement (Box),Arrangement (Folder),Location (Physical Location),Location (Institution Web Site),Location (OCLC Member Symbol),Location (Sublocation),Location (Shelving Location),Rights,Contact Information,Preferred Citation,Digitization Date,Digitized By,Digital Reproduction Information,Record Creation Date,Cataloged By
,,,,,148,,A5000B016F017P006,,2,,Freshman Day ,,A5000B016F017P006,,1941-1942,"Vehicles, Military--Louisiana--Baton Rouge--Photographs; Military parades--Louisiana--Baton Rouge--Photographs",Baton Rouge (La.),Nineteen forties,,,,Military vehicles near the flagpole on the LSU Parade Ground for either LSU's 1941 Freshman Day or a 1942 May Day dress parade.,,"Handwritten on back: 1941, LSU Freshman Day. A second print of this photograph has ""LSU May Day? 1942 Dress Parade"" handwritten on the back.",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 16,Folder 17,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 16, Folder 17","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",5/9/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,1/15/2019,en
,,,,,148_01,1,A5000B016F017P006,A5000B016F017P006_001.jp2,,,Front,Freshman Day ,A5000B016F017P006_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,1/15/2019,en
,,,,,148_02,2,A5000B016F017P006,A5000B016F017P006_002.jp2,,,Back,Freshman Day ,A5000B016F017P006_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,1/15/2019,en
,,,,,149,,A5000B016F018P001,,2,,Louise Garig Hall ,,A5000B016F018P001,,1941-1942,Dormitories--Louisiana--Baton Rouge--Photographs; College buildings--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen forties,,"Louise Garig Hall (Baton Rouge, La.)--Photographs",,A woman poses on the front steps of LSU's Louise Garig Hall.,,"Handwritten on back: Louise Garig Hall, LSU, 1941-42",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 16,Folder 18,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 16, Folder 18","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",5/9/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,1/15/2019,en
,,,,,149_01,1,A5000B016F018P001,A5000B016F018P001_001.jp2,,,Front,Louise Garig Hall ,A5000B016F018P001_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,1/15/2019,en
,,,,,149_02,2,A5000B016F018P001,A5000B016F018P001_002.jp2,,,Back,Louise Garig Hall ,A5000B016F018P001_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,1/15/2019,en
,,,,,150,,A5000B016F019P001,,2,,Gym Armory postcard,,A5000B016F019P001,,Circa 1940-1950,Gymnasiums--Louisiana--Baton Rouge; Armories--Louisiana--Baton Rouge; Postcards--Louisiana--Baton Rouge; College buildings--Louisiana--Baton Rouge,Baton Rouge (La.),Nineteen forties,,"Gym Auditorium (Baton Rouge, La.)",,,,"Printed on front: Photo by Francis Pullen. Printed on back: Harris News Agency, Baton Rouge, LA.",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 16,Folder 19,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 16, Folder 19","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",5/9/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,1/15/2019,en
,,,,,150_01,1,A5000B016F019P001,A5000B016F019P001_001.jp2,,,Front,Gym Armory postcard,A5000B016F019P001_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,1/15/2019,en
,,,,,150_02,2,A5000B016F019P001,A5000B016F019P001_002.jp2,,,Back,Gym Armory postcard,A5000B016F019P001_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,1/15/2019,en
,,,,,151,,,A5000B016F019P002.jp2,1,,Gym Armory arch,,A5000B016F019P002,,Circa 1929-1950,Gymnasiums--Louisiana--Baton Rouge--Photographs; Armories--Louisiana--Baton Rouge--Photographs; College buildings--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Twentieth century,,"Gym Auditorium (Baton Rouge, La.)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 16,Folder 19,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 16, Folder 19","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",5/9/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,1/15/2019,en
,,,,,152,,,A5000B016F019P003.jp2,1,,Gym Armory and Alumni Hall,,A5000B016F019P003,,Circa 1935-1950,Gymnasiums--Louisiana--Baton Rouge--Photographs; Armories--Louisiana--Baton Rouge--Photographs; College buildings--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Twentieth century,,"Gym Auditorium (Baton Rouge, La.)--Photographs; Journalism Building (Baton Rouge, La.)--Photographs",,,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 16,Folder 19,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 16, Folder 19","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",5/9/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,1/15/2019,en
,,,,,153,,A5000B016F020P001,,2,,Hill Memorial Library ,,A5000B016F020P001,,Circa 1951,Academic libraries--Louisiana--Baton Rouge--Photographs; Library buildings--Louisiana--Baton Rouge--Photographs; College buildings--Louisiana--Baton Rouge--Photographs,Baton Rouge (La.),Nineteen fifties,,"Hill Memorial Library (Baton Rouge, La. : 1924- )--Photographs",,,,"Handwritten on back: Hill Building, about 1951.",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 16,Folder 20,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 16, Folder 20","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",5/9/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,1/15/2019,en
,,,,,153_01,1,A5000B016F020P001,A5000B016F020P001_001.jp2,,,Front,Hill Memorial Library ,A5000B016F020P001_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,1/15/2019,en
,,,,,153_02,2,A5000B016F020P001,A5000B016F020P001_002.jp2,,,Back,Hill Memorial Library ,A5000B016F020P001_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,1/15/2019,en
